playerID,yearID,teamID,lgID,AB,R,H,X2B,X3B,HR,RBI,SB,BB,SO,HBP,SH,SF
blackch02,2012,COL,NL,113,15,32,8,0,2,9,1,4,17,3,1,0
blackni01,2012,MIN,AL,2,0,0,0,0,0,0,0,0,1,0,0,0
blacktr01,2012,SFN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
blancgr01,2012,SFN,NL,393,56,96,14,5,5,34,26,51,104,2,5,2
blanche01,2012,ARI,NL,64,6,12,3,0,1,7,1,3,18,0,0,0
blankky01,2012,SDN,NL,5,0,1,0,0,0,0,0,1,2,0,0,0
blantjo01,2012,PHI,NL,39,0,3,0,0,0,1,0,3,20,1,2,0
blevije01,2012,OAK,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
bloomwi01,2012,ARI,NL,324,47,98,21,5,0,23,7,12,55,0,0,2
blumge01,2012,ARI,NL,28,1,4,0,0,0,1,0,2,7,0,0,1
boescbr01,2012,DET,AL,470,52,113,22,2,12,54,6,26,104,5,0,2
boggsmi01,2012,SLN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
bogusbr01,2012,HOU,NL,355,39,72,9,2,7,28,15,41,96,7,0,1
bonifem01,2012,MIA,NL,244,30,63,3,4,1,11,30,25,52,1,4,0
boscajc01,2012,ATL,NL,10,0,2,0,0,0,2,0,0,1,0,0,0
bourgja01,2012,KCA,AL,62,10,16,2,1,0,5,5,4,4,0,0,0
bourjpe01,2012,LAA,AL,168,27,37,7,0,3,19,3,15,44,3,6,3
bournmi01,2012,ATL,NL,624,96,171,26,10,9,57,42,70,155,3,2,4
bowdemi01,2012,BOS,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
boxbebr01,2012,SDN,NL,1,0,0,0,0,0,0,0,0,1,0,1,0
brachbr01,2012,SDN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
brantmi02,2012,CLE,AL,552,63,159,37,4,6,60,12,53,56,0,0,4
brantro01,2012,MIA,NL,100,14,29,8,0,3,8,1,13,16,0,0,0
braunry02,2012,MIL,NL,598,108,191,36,3,41,112,30,63,128,11,0,5
braybi01,2012,CIN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
breslcr01,2012,ARI,NL,3,0,0,0,0,0,0,0,0,2,0,0,0
brignre01,2012,TBA,AL,21,1,2,0,0,0,1,0,1,5,0,0,0
brittza01,2012,BAL,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
brothre01,2012,COL,NL,2,0,0,0,0,0,0,0,0,2,0,1,0
brownan02,2012,COL,NL,112,14,26,7,0,5,11,2,12,34,0,0,2
brownba01,2012,SLN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0
brownco01,2012,WAS,NL,25,4,5,2,0,1,3,0,1,9,0,1,0
browndo01,2012,PHI,NL,187,21,44,11,2,5,26,0,21,34,2,0,2
broxtjo01,2012,KCA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
bruceja01,2012,CIN,NL,560,89,141,35,5,34,99,9,62,155,4,0,7
brummty01,2012,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
brunebr01,2012,CHA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
buchhcl01,2012,BOS,AL,2,0,0,0,0,0,0,0,0,1,0,1,0
buckjo01,2012,MIA,NL,343,29,66,15,1,12,41,0,49,103,3,1,2
bucktr01,2012,HOU,NL,74,7,16,5,1,0,6,0,6,18,1,0,0
buehrma01,2012,MIA,NL,67,2,3,1,0,0,1,0,0,29,0,4,0
buenofr01,2012,KCA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
bumgama01,2012,SFN,NL,68,4,11,1,0,2,6,0,1,25,0,6,0
bundydy01,2012,BAL,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
burneaj01,2012,PIT,NL,63,1,4,0,0,0,2,0,3,36,0,5,0
burneal01,2012,MIN,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
burnese01,2012,WAS,NL,0,0,0,0,0,0,0,0,1,0,0,0,0
burnsco01,2012,SDN,NL,1,0,0,0,0,0,0,0,0,1,0,0,0
burriem01,2012,SFN,NL,136,15,29,1,0,0,7,5,10,25,1,2,1
burrose01,2012,MIN,AL,17,0,2,1,0,0,1,0,1,3,0,0,0
burtoja01,2012,MIN,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
buterdr01,2012,MIN,AL,111,7,22,6,0,1,5,0,9,26,2,0,0
butlebi03,2012,KCA,AL,614,72,192,32,1,29,107,2,54,111,7,0,4
byrdati01,2012,NYN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
byrdma01,2012,CHN,NL,43,1,3,0,0,0,2,0,3,10,1,0,0
cabreal03,2012,CHN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
cabreas01,2012,CLE,AL,555,70,150,35,1,16,68,9,52,99,6,1,2
cabreed01,2012,COL,NL,1,0,0,0,0,0,0,0,0,1,0,0,0
cabreev01,2012,SDN,NL,398,49,98,19,3,2,24,44,43,110,3,5,0
cabreme01,2012,SFN,NL,459,84,159,25,10,11,60,13,36,63,0,1,5
cabremi01,2012,DET,AL,622,109,205,40,0,44,139,4,66,98,3,0,6
cahiltr01,2012,ARI,NL,67,2,8,0,0,0,4,0,1,24,0,5,0
cainlo01,2012,KCA,AL,222,27,59,9,2,7,31,10,15,56,3,0,4
cainma01,2012,SFN,NL,74,6,13,2,0,1,6,0,2,33,0,8,0
cairomi01,2012,CIN,NL,150,9,28,7,2,1,13,4,4,20,1,0,1
calhoko01,2012,LAA,AL,23,2,4,1,0,0,1,1,2,6,0,0,0
callaal01,2012,LAA,AL,457,55,115,20,0,10,53,4,56,59,0,3,4
campato01,2012,CHN,NL,174,26,46,6,0,0,5,30,11,43,0,7,0
campsh01,2012,CHN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
canoro01,2012,NYA,AL,627,105,196,48,1,33,94,3,61,96,7,0,2
canzlru01,2012,CLE,AL,93,9,25,3,0,3,11,0,4,22,0,0,0
cappsca01,2012,SEA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
cappsma01,2012,MIN,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
capuach01,2012,LAN,NL,54,3,5,2,0,0,3,0,1,27,0,13,1
cardead01,2012,CHN,NL,60,5,11,6,0,0,2,0,7,13,0,0,0
carigan01,2012,OAK,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
carlilu01,2012,CLE,AL,14,2,3,1,0,0,1,1,0,3,0,0,0
carmofa01,2012,CLE,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
carpean01,2012,TOR,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
carpech01,2012,SLN,NL,6,0,1,0,0,0,0,0,0,2,0,0,0
carpech02,2012,BOS,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
carpeda01,2012,HOU,NL,2,0,1,0,0,0,0,0,0,0,0,0,0
carpeda02,2012,LAA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
carpema01,2012,SLN,NL,296,44,87,22,5,6,46,1,34,63,3,0,7
carpmi01,2012,SEA,AL,164,17,35,6,0,5,20,1,21,46,3,0,1
carradj01,2012,NYN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
carreez01,2012,CLE,AL,147,20,40,6,3,2,11,8,8,35,1,1,1
carrejo01,2012,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0
carrobr01,2012,WAS,NL,2,2,0,0,0,0,0,0,0,0,0,0,0
carroja01,2012,MIN,AL,470,65,126,18,1,1,40,9,52,65,4,7,4
carsoma01,2012,MIN,AL,66,3,15,1,0,0,4,0,2,21,0,0,1
carsoro01,2012,NYN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
cartech02,2012,OAK,AL,218,38,52,12,0,16,39,0,39,83,0,0,3
cashnan01,2012,SDN,NL,7,0,1,0,0,0,0,0,1,2,0,0,0
casilal01,2012,MIN,AL,299,33,72,17,2,1,30,21,16,52,3,3,5
cassebo01,2012,LAA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
casteal01,2012,LAN,NL,23,3,4,0,1,1,3,0,0,8,1,0,1
castile01,2012,CHN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
castiwe01,2012,CHN,NL,170,16,45,11,0,5,22,0,17,51,2,0,1
castrja01,2012,HOU,NL,257,29,66,15,2,6,29,0,31,61,1,2,4
castrst01,2012,CHN,NL,646,78,183,29,12,14,78,25,36,100,4,0,5
cecilbr01,2012,TOR,AL,2,0,0,0,0,0,0,0,0,2,0,0,0
cedenro02,2012,NYN,NL,166,18,43,11,1,4,22,0,17,35,1,2,0
cedenxa01,2012,HOU,NL,1,0,0,0,0,0,0,0,0,1,0,0,0
cervefr01,2012,NYA,AL,1,1,0,0,0,0,0,0,1,0,0,0,0
cespeyo01,2012,OAK,AL,487,70,142,25,5,23,82,16,43,102,7,0,3
chacijh01,2012,COL,NL,24,4,7,2,0,0,3,0,1,3,0,1,0
chambad01,2012,SLN,NL,54,4,12,0,2,0,4,2,5,18,1,2,0
chambjo03,2012,NYA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
chapmar01,2012,CIN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
chapmja02,2012,CHN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
chatwty01,2012,COL,NL,16,1,4,1,0,0,1,0,1,3,0,6,0
chaveen01,2012,BAL,AL,158,15,32,6,0,2,12,3,6,24,1,4,0
chaveer01,2012,NYA,AL,278,36,78,12,0,16,37,0,30,59,1,0,4
chaveje01,2012,TOR,AL,2,0,0,0,0,0,0,0,0,2,0,1,0
chenbr01,2012,KCA,AL,5,0,1,0,0,0,0,0,0,3,0,0,0
chenwe02,2012,BAL,AL,3,0,0,0,0,0,0,0,0,2,0,1,0
chiselo01,2012,CLE,AL,142,16,38,6,1,5,16,2,8,27,1,0,0
choatra01,2012,MIA,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
choosh01,2012,CLE,AL,598,88,169,43,2,16,67,21,73,150,14,0,1
chrisju01,2012,SFN,NL,56,6,7,1,0,0,2,2,5,3,0,0,0
chulkvi01,2012,MIL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
cingrto01,2012,CIN,NL,1,0,0,0,0,0,0,0,0,1,0,0,0
ciriape01,2012,BOS,AL,259,33,76,15,2,2,19,16,8,47,0,5,0
cishest01,2012,MIA,NL,1,0,0,0,0,0,0,0,0,0,0,0,0
clemeje01,2012,PIT,NL,22,1,3,1,0,0,1,0,2,7,0,0,0
cletoma01,2012,SLN,NL,1,0,0,0,0,0,0,0,0,1,0,0,0
clevest01,2012,CHN,NL,199,16,40,12,0,1,16,0,16,39,0,0,0
clippty01,2012,WAS,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
cloydty01,2012,PHI,NL,11,2,1,0,0,0,0,0,3,3,0,0,0
cobbal01,2012,TBA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
coellro01,2012,TOR,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
coffeto01,2012,LAN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
coghlch01,2012,MIA,NL,93,10,13,1,0,1,10,0,9,12,0,1,2
cokeph01,2012,DET,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
colemca01,2012,CHN,NL,3,0,1,0,0,0,0,0,0,1,0,0,0
colemlo01,2012,KCA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
colliti01,2012,KCA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0
collmjo01,2012,ARI,NL,16,1,1,0,0,0,2,0,1,5,0,6,0
colonba01,2012,OAK,AL,4,0,0,0,0,0,0,0,0,3,0,0,0
colonro01,2012,KCA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0
colvity01,2012,COL,NL,420,62,122,27,10,18,72,7,21,117,2,2,1
congeha01,2012,LAA,AL,18,0,3,0,0,0,1,0,1,0,1,1,1
conrabr01,2012,MIL,NL,40,2,3,0,0,2,6,0,3,16,0,0,1
constjo01,2012,ATL,NL,76,8,19,2,0,0,4,5,8,21,0,2,0
contrjo01,2012,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
cookaa01,2012,BOS,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
cookry01,2012,OAK,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
coopeda01,2012,TOR,AL,140,16,42,11,0,4,11,0,4,22,1,0,0
corbipa01,2012,ARI,NL,36,3,4,0,1,0,4,0,1,17,0,6,0
cordefr01,2012,TOR,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
corpama01,2012,CHN,NL,1,0,0,0,0,0,0,0,0,1,0,0,0
corpoca01,2012,HOU,NL,78,5,21,2,0,4,13,0,4,19,1,1,1
correke01,2012,PIT,NL,47,1,5,0,0,0,0,0,0,21,0,8,0
costami01,2012,CIN,NL,18,0,1,0,0,0,2,0,1,10,0,0,2
cousisc01,2012,MIA,NL,86,7,14,4,1,1,3,1,4,24,0,2,0
cowgico01,2012,OAK,AL,104,10,28,2,0,1,9,3,11,27,0,0,1
cozarza01,2012,CIN,NL,561,72,138,33,4,15,35,4,31,113,3,2,3
craigal01,2012,SLN,NL,469,76,144,35,0,22,92,2,37,89,1,0,7
crainje01,2012,CHA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
crawfbr01,2012,SFN,NL,435,44,108,26,3,4,45,1,33,95,3,2,3
crawfca02,2012,BOS,AL,117,23,33,10,2,3,19,5,3,22,2,1,2
crawfev01,2012,TOR,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
crispco01,2012,OAK,AL,455,68,118,25,7,11,46,39,45,64,0,6,2
crosbca01,2012,DET,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
crowaa01,2012,KCA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
cruzju02,2012,PIT,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
cruzlu01,2012,LAN,NL,283,26,84,20,0,6,40,2,9,34,2,1,1
cruzne02,2012,TEX,AL,585,86,152,45,0,24,90,8,48,140,5,0,4
cruzrh01,2012,HOU,NL,1,0,0,0,0,0,0,0,0,1,0,0,0
cruzto03,2012,SLN,NL,126,11,32,9,1,1,11,0,3,19,0,0,2
cuddymi01,2012,COL,NL,358,53,93,30,2,16,58,8,32,78,0,0,4
cuetojo01,2012,CIN,NL,67,3,6,1,0,0,2,0,0,24,0,17,0
culbech01,2012,SFN,NL,22,0,3,0,0,0,1,0,0,7,0,1,0
cunniaa01,2012,CLE,AL,97,5,17,4,0,1,7,0,9,25,0,3,0
damonjo01,2012,CLE,AL,207,25,46,6,2,4,19,4,17,27,0,0,0
danksjo01,2012,CHA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0
danksjo02,2012,CHA,AL,67,12,15,1,0,1,4,3,6,16,0,0,2
darnach01,2012,PIT,NL,6,2,0,0,0,0,1,1,0,2,0,0,0
darneja01,2012,SDN,NL,17,1,4,1,0,1,1,0,2,2,0,0,0
darviyu01,2012,TEX,AL,3,0,1,0,0,0,0,0,0,1,0,0,0
davisch02,2012,BAL,AL,515,75,139,20,0,33,85,2,37,169,7,0,3
davisik02,2012,NYN,NL,519,66,118,26,0,32,90,0,61,141,1,0,3
davisra01,2012,TOR,AL,447,64,115,24,3,8,43,46,29,102,6,1,4
daviswa01,2012,TBA,AL,2,0,1,0,0,0,0,0,0,1,0,0,0
deazaal01,2012,CHA,AL,524,81,147,29,6,9,50,26,47,109,9,4,1
dedunsa01,2012,MIN,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
defraju01,2012,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
dejesda01,2012,CHN,NL,506,76,133,28,8,9,50,7,61,89,9,2,4
dejesiv02,2012,LAN,NL,33,5,9,3,0,0,4,1,3,7,0,0,1
delabst01,2012,SEA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
delarda01,2012,TBA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
delarjo01,2012,COL,NL,5,0,2,0,0,0,1,0,0,1,0,0,0
delarru01,2012,LAN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
delgara01,2012,ATL,NL,25,3,6,0,0,0,1,0,0,9,0,3,0
delosfa01,2012,OAK,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
delroen01,2012,HOU,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
demelsa01,2012,ARI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
dempsry01,2012,CHN,NL,32,1,3,0,1,0,1,0,0,9,0,1,0
denorch01,2012,SDN,NL,348,56,102,19,6,8,36,13,27,52,2,2,3
derosma01,2012,WAS,NL,85,13,16,5,0,0,6,1,14,18,0,1,1
descada01,2012,SLN,NL,374,41,85,10,7,4,26,6,37,83,5,7,3
desmoia01,2012,WAS,NL,513,72,150,33,2,25,73,21,30,113,3,0,1
detwiro01,2012,WAS,NL,45,0,2,0,0,0,1,0,1,22,0,3,0
devrico01,2012,MIN,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
dewitbl01,2012,CHN,NL,29,1,4,1,0,0,1,0,0,2,0,0,1
diamosc01,2012,MIN,AL,7,1,1,0,0,0,0,0,0,4,0,1,0
diazju02,2012,CLE,AL,15,4,4,0,0,0,0,0,1,5,1,0,0
diazma02,2012,ATL,NL,108,10,24,6,0,2,13,0,9,21,0,0,1
dickech01,2012,NYA,AL,14,5,4,0,0,2,5,3,3,5,0,0,0
dickera01,2012,NYN,NL,72,3,11,0,0,0,3,0,0,14,1,10,0
dicksbr01,2012,SLN,NL,2,0,1,0,0,0,0,0,0,1,0,0,0
diekmja01,2012,PHI,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
dillati01,2012,MIL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
dirksan01,2012,DET,AL,314,56,101,18,5,8,35,1,23,53,2,3,2
dobbsgr01,2012,MIA,NL,319,26,91,13,2,5,39,4,14,53,2,0,7
dolisra01,2012,CHN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
dominma01,2012,HOU,NL,109,14,31,2,2,5,16,0,4,17,0,0,0
donalja01,2012,CLE,AL,124,18,25,2,1,2,11,4,5,40,3,1,2
donaljo02,2012,OAK,AL,274,34,66,16,0,9,33,4,14,61,5,0,1
doolise01,2012,OAK,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
doteloc01,2012,DET,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
doubrfe01,2012,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,1,0
doumiry01,2012,MIN,AL,484,56,133,34,1,18,75,0,29,98,7,0,8
downsda02,2012,DET,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
downsma01,2012,HOU,NL,178,15,36,4,1,8,16,2,8,38,4,1,0
downssc01,2012,LAA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
doziebr01,2012,MIN,AL,316,33,74,11,1,6,33,9,16,58,1,4,3
drabeky01,2012,TOR,AL,2,0,0,0,0,0,0,0,0,1,0,0,0
drewst01,2012,ARI,NL,135,17,26,8,1,2,12,0,19,35,0,0,1
dudalu01,2012,NYN,NL,401,43,96,15,0,15,57,1,51,120,4,0,3
duensbr01,2012,MIN,AL,1,0,0,0,0,0,0,0,0,1,0,0,0
duffyda01,2012,KCA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
dukeza01,2012,WAS,NL,1,0,0,0,0,0,0,0,0,0,0,0,0
duncash01,2012,CLE,AL,232,29,47,10,0,11,31,1,28,59,1,0,3
dunnad01,2012,CHA,AL,539,87,110,19,0,41,96,2,105,222,1,0,4
dunnmi01,2012,MIA,NL,1,0,0,0,0,0,0,0,0,0,0,0,0
durbich01,2012,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
dysonja01,2012,KCA,AL,292,52,76,8,5,0,9,30,30,56,1,4,3
dysonsa01,2012,TOR,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
eatonad02,2012,ARI,NL,85,19,22,3,2,2,5,2,14,15,3,1,0
edginjo01,2012,NYN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
edlefst01,2012,SFN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0
egberja01,2012,NYN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
ekstrmi01,2012,COL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
elbersc01,2012,LAN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
eldrebr01,2012,DET,AL,16,1,3,1,1,0,1,0,1,6,0,0,0
ellisaj01,2012,LAN,NL,423,44,114,20,1,13,52,0,65,107,7,6,4
ellisma01,2012,LAN,NL,415,62,107,21,1,7,31,5,40,70,7,2,0
ellsbja01,2012,BOS,AL,303,43,82,18,0,4,26,14,19,43,0,0,1
elmorja01,2012,ARI,NL,68,1,13,4,0,0,7,0,5,6,0,0,0
elyjo01,2012,LAN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
encared01,2012,TOR,AL,542,93,152,24,0,42,110,13,84,94,11,0,7
enrigba01,2012,LAA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
eovalna01,2012,LAN,NL,12,0,0,0,0,0,0,0,1,8,0,1,0
eppleco01,2012,NYA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
escaled01,2012,COL,NL,0,0,0,0,0,0,0,0,0,0,0,1,0
escobal02,2012,KCA,AL,605,68,177,30,7,5,52,35,27,100,8,8,0
escobed01,2012,CHA,AL,87,14,18,4,1,0,3,2,9,23,0,1,0
escobyu01,2012,TOR,AL,558,58,141,22,1,9,51,5,35,70,4,7,4
espinda01,2012,WAS,NL,594,82,147,37,2,17,56,20,46,189,13,3,2
estrama01,2012,MIL,NL,40,1,4,2,0,0,3,0,2,21,0,3,0
ethiean01,2012,LAN,NL,556,79,158,36,1,20,89,2,50,124,9,0,3
evelada01,2012,BAL,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
exposlu01,2012,BAL,AL,18,2,1,0,0,0,0,0,3,5,0,0,0
faluir01,2012,KCA,AL,85,14,29,6,1,0,7,0,4,9,0,2,0
familje01,2012,NYN,NL,1,0,0,0,0,0,0,0,0,1,0,0,0
farnsky01,2012,TBA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
farrier01,2012,MIL,NL,8,1,1,0,0,0,0,1,1,2,0,0,0
federti01,2012,LAN,NL,3,0,1,0,0,0,0,0,1,2,0,0,0
feldmsc01,2012,TEX,AL,4,0,1,0,0,0,1,0,0,2,0,1,0
felizne01,2012,TEX,AL,2,0,0,0,0,0,0,0,0,1,0,0,0
fickch01,2012,SLN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
fieldpr01,2012,DET,AL,581,83,182,33,1,30,108,1,85,84,17,0,7
fieldth01,2012,COL,NL,2,0,0,0,0,0,0,0,1,1,0,0,0
fienca01,2012,MIN,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
fiersmi01,2012,MIL,NL,32,0,3,0,0,0,2,0,0,17,0,6,0
fifest01,2012,LAN,NL,7,1,2,1,0,0,0,0,0,2,0,1,0
figgich01,2012,SEA,AL,166,18,30,5,2,2,11,4,19,48,0,7,2
figuepe01,2012,OAK,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
fistedo01,2012,DET,AL,2,0,0,0,0,0,0,0,0,1,0,0,0
flahery01,2012,BAL,AL,153,15,33,2,1,6,19,1,6,43,3,3,1
floreje02,2012,WAS,NL,277,22,59,12,1,6,26,1,13,59,1,2,3
floripe01,2012,MIN,AL,137,16,30,5,2,1,10,3,10,30,0,3,0
flowety01,2012,CHA,AL,136,19,29,6,0,7,13,2,12,56,4,1,0
floydga01,2012,CHA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0
fontemi01,2012,PHI,NL,97,13,28,2,0,1,5,0,7,23,1,0,0
fontwi01,2012,TEX,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
fordle01,2012,BAL,AL,71,7,13,3,0,3,4,1,7,13,0,1,0
forsylo01,2012,SDN,NL,315,45,86,13,3,6,26,8,28,57,6,0,1
fowlede01,2012,COL,NL,454,72,136,18,11,13,53,12,68,128,0,6,2
francbe01,2012,TOR,AL,50,5,12,5,1,0,2,0,4,10,0,0,0
francfr01,2012,NYN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
francje01,2012,COL,NL,31,2,2,0,0,0,0,0,2,8,0,6,0
francje02,2012,KCA,AL,561,58,132,26,3,16,49,4,34,119,7,0,1
francju02,2012,ATL,NL,192,17,45,11,0,9,32,1,11,70,1,0,1
frandke01,2012,PHI,NL,195,24,66,10,3,2,14,0,9,18,5,1,0
frasoja01,2012,TOR,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
frazito01,2012,CIN,NL,422,55,115,26,6,19,67,3,36,103,3,0,4
freemfr01,2012,ATL,NL,540,91,140,33,2,23,94,2,64,129,7,0,9
freemsa01,2012,SLN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
freesda01,2012,SLN,NL,501,70,147,25,1,20,79,3,57,122,7,0,2
friedch01,2012,COL,NL,25,1,2,0,0,0,0,0,3,15,0,1,0
frierer01,2012,SDN,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
fryerer01,2012,PIT,NL,4,0,1,0,0,0,0,0,1,1,0,0,0
fuentbr01,2012,OAK,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
fukudko01,2012,CHA,AL,41,2,7,1,0,0,4,0,8,9,0,0,2
fuldsa01,2012,TBA,AL,98,14,25,3,2,0,5,7,8,14,1,0,0
furbuch01,2012,SEA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
furcara01,2012,SLN,NL,477,69,126,18,3,5,49,12,44,57,1,5,4
galarar01,2012,HOU,NL,8,0,0,0,0,0,0,0,0,3,0,0,0
gallayo01,2012,MIL,NL,67,3,11,3,0,1,9,0,0,25,0,8,0
galvifr01,2012,PHI,NL,190,14,43,15,1,3,24,0,7,29,0,3,0
gamelma01,2012,MIL,NL,69,10,17,2,1,1,6,3,4,15,1,0,1
garciav01,2012,DET,AL,47,7,15,0,0,0,3,0,3,10,1,0,0
garcich02,2012,WAS,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
garcifr02,2012,NYA,AL,1,0,0,0,0,0,0,0,0,1,0,0,0
garcija01,2012,SFN,NL,3,0,1,0,0,0,1,0,0,1,0,0,0
garcija02,2012,SLN,NL,40,7,10,1,1,1,3,0,2,15,0,4,0
gardnbr01,2012,NYA,AL,31,7,10,2,0,0,3,2,5,7,0,1,0
garzama01,2012,CHN,NL,30,0,2,1,0,0,0,0,0,23,0,4,0
gaudich01,2012,MIA,NL,8,0,0,0,0,0,0,0,0,4,0,0,0
gearrco01,2012,ATL,NL,0,0,0,0,0,0,0,0,0,0,0,0,0
geedi01,2012,NYN,NL,27,4,4,2,0,0,1,0,2,7,0,5,0
geltzst01,2012,LAA,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
gentrcr01,2012,TEX,AL,240,31,73,12,3,1,26,13,14,41,10,5,0
germaju01,2012,BOS,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
getzch01,2012,KCA,AL,189,22,52,10,3,0,17,9,11,17,0,8,2
giambja01,2012,COL,NL,89,7,20,4,0,1,8,0,20,24,2,0,2
giavojo01,2012,KCA,AL,181,21,43,7,1,1,15,3,8,35,0,0,0
gillaco01,2012,SFN,NL,20,2,3,1,0,0,2,0,0,2,0,0,0
gimench01,2012,TBA,AL,100,10,26,4,0,1,9,0,8,24,0,1,0
gimenhe01,2012,CHA,AL,11,1,5,0,0,0,1,0,0,3,0,0,0
godfrgr01,2012,OAK,AL,0,0,0,0,0,0,0,0,0,0,0,0,0
goldspa01,2012,ARI,NL,514,82,147,43,1,20,82,18,60,130,4,0,9
